feature,mean_abs_shap
LSTM_t3,0.11061728
LSTM_t1,0.033407267
LSTM_t5,0.014489181
cpi_yoy_l1,0.00092289306
cpi_yoy_l3,0.00013008411
cpi_yoy,0.000107930544
petrol_yoy_l1,6.3663974e-05
fx_usd_l1,5.3488417e-05
fx_usd,4.2282398e-05
bank_rate,1.1318344e-05
cpi_yoy_l6,9.600301e-06
petrol_yoy,8.86896e-06
unemp_rate_l1,5.0740164e-06
bank_rate_l1,2.4572932e-06
gva_growth_l1,3.8962907e-07
gva_growth,2.0892207e-07
unemp_rate,0.0
