feature,mean_abs_shap
LSTM_t1,0.13651341
LSTM_t3,0.01684532
LSTM_t5,0.002319327
cpi_yoy_l1,0.00064743316
cpi_yoy_l3,0.00057370134
unemp_rate,0.00017346695
petrol_yoy,0.00011390197
cpi_yoy_l6,8.173509e-05
cpi_yoy,4.47586e-05
fx_usd,3.5530426e-05
unemp_rate_l1,2.7755716e-05
fx_usd_l1,1.43106245e-05
bank_rate,8.042353e-06
gva_growth,4.405707e-06
bank_rate_l1,3.5372632e-06
petrol_yoy_l1,1.7875021e-06
gva_growth_l1,6.789892e-07
