date,cpi_yoy,petrol_yoy,bank_rate,fx_usd,gva_growth,unemp_rate,cpi_yoy_l1,cpi_yoy_l3,cpi_yoy_l6,petrol_yoy_l1,fx_usd_l1,bank_rate_l1,gva_growth_l1,unemp_rate_l1,cpi_t1,cpi_t3,cpi_t5
2022-06-01,9.4,44.4,0.25,1.229,0.5,3.6,9.1,7.0,5.4,36.2,1.2443,0.25,0.8,3.8,10.1,10.1,10.7
2022-07-01,10.1,46.8,0.25,1.1989,0.4,3.6,9.4,9.0,5.5,44.4,1.229,0.25,0.5,3.6,9.9,11.1,10.5
2022-08-01,9.9,32.8,0.5,1.1999,0.1,3.7,10.1,9.1,6.2,46.8,1.1989,0.25,0.4,3.6,10.1,10.7,10.1
2022-09-01,10.1,30.2,0.5,1.1326,0.0,3.8,9.9,9.4,7.0,32.8,1.1999,0.5,0.1,3.7,11.1,10.5,10.4
2022-10-01,11.1,24.5,0.25,1.1307,0.0,3.9,10.1,10.1,9.0,30.2,1.1326,0.5,0.0,3.8,10.7,10.1,10.1
2022-11-01,10.7,21.1,0.25,1.1744,0.1,3.9,11.1,9.9,9.1,24.5,1.1307,0.25,0.0,3.9,10.5,10.4,8.7
2022-12-01,10.5,13.5,0.25,1.2184,0.4,3.9,10.7,10.1,9.4,21.1,1.1744,0.25,0.1,3.9,10.1,10.1,8.7
2023-01-01,10.1,10.3,3.5,1.2233,0.3,4.0,10.5,11.1,10.1,13.5,1.2184,0.25,0.4,3.9,10.4,8.7,7.9
2023-02-01,10.4,6.2,4.0,1.2086,0.2,4.0,10.1,10.7,9.9,10.3,1.2233,3.5,0.3,4.0,10.1,8.7,6.8
2023-03-01,10.1,-6.4,3.5,1.2135,0.1,3.9,10.4,10.5,10.1,6.2,1.2086,4.0,0.2,4.0,8.7,7.9,6.7
2023-04-01,8.7,-9.9,3.5,1.2452,0.1,4.0,10.1,10.1,11.1,-6.4,1.2135,3.5,0.1,3.9,8.7,6.8,6.7
2023-05-01,8.7,-14.2,3.5,1.2473,-0.1,4.2,8.7,10.4,10.7,-9.9,1.2452,3.5,0.1,4.0,7.9,6.7,4.6
2023-06-01,7.9,-23.4,3.5,1.2631,0.0,4.3,8.7,10.1,10.5,-14.2,1.2473,3.5,-0.1,4.2,6.8,6.7,3.9
2023-07-01,6.8,-26.0,4.0,1.2881,0.0,4.3,7.9,8.7,10.1,-23.4,1.2631,3.5,0.0,4.3,6.7,4.6,4.0
2023-08-01,6.7,-15.9,4.0,1.2707,0.2,4.1,6.8,8.7,10.4,-26.0,1.2881,4.0,0.0,4.3,6.7,3.9,4.0
2023-09-01,6.7,-10.3,3.5,1.2389,-0.1,4.0,6.7,7.9,10.1,-15.9,1.2707,4.0,0.2,4.1,4.6,4.0,3.4
2023-10-01,4.6,-7.1,3.5,1.2168,-0.3,4.0,6.7,6.8,8.7,-10.3,1.2389,3.5,-0.1,4.0,3.9,4.0,3.2
2023-11-01,3.9,-11.2,3.5,1.243,-0.4,3.9,4.6,6.7,8.7,-7.1,1.2168,3.5,-0.3,4.0,4.0,3.4,2.3
2023-12-01,4.0,-10.9,3.5,1.2653,-0.3,4.1,3.9,6.7,7.9,-11.2,1.243,3.5,-0.4,3.9,4.0,3.2,2.0
2024-01-01,4.0,-10.0,5.25,1.2701,0.0,4.2,4.0,4.6,6.8,-10.9,1.2653,3.5,-0.3,4.1,3.4,2.3,2.0
2024-02-01,3.4,-7.1,5.25,1.2622,0.2,4.3,4.0,3.9,6.7,-10.0,1.2701,5.25,0.0,4.2,3.2,2.0,2.2
2024-03-01,3.2,-4.0,5.25,1.2716,0.8,4.4,3.4,4.0,6.7,-7.1,1.2622,5.25,0.2,4.3,2.3,2.0,2.2
2024-04-01,2.3,0.4,5.25,1.2512,0.8,4.4,3.2,4.0,4.6,-4.0,1.2716,5.25,0.8,4.4,2.0,2.2,1.7
2024-05-01,2.0,2.8,5.25,1.2634,1.0,4.2,2.3,3.4,3.9,0.4,1.2512,5.25,0.8,4.4,2.0,2.2,2.3
2024-06-01,2.0,3.5,5.25,1.271,0.6,4.2,2.0,3.2,4.0,2.8,1.2634,5.25,1.0,4.2,2.2,1.7,2.6
2024-07-01,2.2,2.5,5.25,1.2863,0.5,4.1,2.0,2.3,4.0,3.5,1.271,5.25,0.6,4.2,2.2,2.3,2.5
2024-08-01,2.2,-3.2,5.25,1.2933,0.2,4.3,2.2,2.0,3.4,2.5,1.2863,5.25,0.5,4.1,1.7,2.6,3.0
2024-09-01,1.7,-11.6,5.25,1.3217,0.2,4.3,2.2,2.0,3.2,-3.2,1.2933,5.25,0.2,4.3,2.3,2.5,2.8
2024-10-01,2.3,-14.2,5.25,1.3045,0.2,4.4,1.7,2.2,2.3,-11.6,1.3217,5.25,0.2,4.3,2.6,3.0,2.6
2024-11-01,2.6,-12.2,5.25,1.275,0.1,4.4,2.3,2.2,2.0,-14.2,1.3045,5.25,0.2,4.4,2.5,2.8,3.5
2024-12-01,2.5,-6.0,5.25,1.2647,0.2,4.4,2.6,1.7,2.0,-12.2,1.275,5.25,0.1,4.4,3.0,2.6,3.4
2025-01-01,3.0,-2.8,4.5,1.2348,0.3,4.4,2.5,2.3,2.2,-6.0,1.2647,5.25,0.2,4.4,2.8,3.5,3.6
2025-02-01,2.8,-2.4,4.75,1.2545,0.6,4.5,3.0,2.6,2.2,-2.8,1.2348,4.5,0.3,4.4,2.6,3.4,3.8
